 0.00000000e+00  0.00000000e+00  0.00000000e+00  4.81630504e-20 
-2.00000000e-02 -2.00000000e-02 -2.00000000e-02  1.14970487e-05 
-4.00000000e-02 -4.00000000e-02 -4.00000000e-02  2.26880098e-05 
-6.00000000e-02 -6.00000000e-02 -6.00000000e-02  3.35720877e-05 
-8.00000000e-02 -8.00000000e-02 -8.00000000e-02  4.41484997e-05 
-1.00000000e-01 -1.00000000e-01 -1.00000000e-01  5.44164782e-05 
-1.20000000e-01 -1.20000000e-01 -1.20000000e-01  6.43752737e-05 
-1.40000000e-01 -1.40000000e-01 -1.40000000e-01  7.40241599e-05 
-1.60000000e-01 -1.60000000e-01 -1.60000000e-01  8.33624354e-05 
-1.80000000e-01 -1.80000000e-01 -1.80000000e-01  9.23894286e-05 
-2.00000000e-01 -2.00000000e-01 -2.00000000e-01  1.01104507e-04 
-2.20000000e-01 -2.20000000e-01 -2.20000000e-01  1.09507084e-04 
-2.40000000e-01 -2.40000000e-01 -2.40000000e-01  1.17596626e-04 
-2.60000000e-01 -2.60000000e-01 -2.60000000e-01  1.25372671e-04 
-2.80000000e-01 -2.80000000e-01 -2.80000000e-01  1.32834838e-04 
-3.00000000e-01 -3.00000000e-01 -3.00000000e-01  1.39982853e-04 
-3.20000000e-01 -3.20000000e-01 -3.20000000e-01  1.46816574e-04 
-3.40000000e-01 -3.40000000e-01 -3.40000000e-01  1.53336022e-04 
-3.60000000e-01 -3.60000000e-01 -3.60000000e-01  1.59541431e-04 
-3.80000000e-01 -3.80000000e-01 -3.80000000e-01  1.65433307e-04 
-4.00000000e-01 -4.00000000e-01 -4.00000000e-01  1.71012501e-04 
-4.20000000e-01 -4.20000000e-01 -4.20000000e-01  1.76280323e-04 
-4.40000000e-01 -4.40000000e-01 -4.40000000e-01  1.81238663e-04 
-4.60000000e-01 -4.60000000e-01 -4.60000000e-01  1.85890185e-04 
-4.80000000e-01 -4.80000000e-01 -4.80000000e-01  1.90238568e-04 
-5.00000000e-01 -5.00000000e-01 -5.00000000e-01  1.94288808e-04 
-5.20000000e-01 -5.20000000e-01 -5.20000000e-01  1.98047606e-04 
-5.40000000e-01 -5.40000000e-01 -5.40000000e-01  2.01523864e-04 
-5.60000000e-01 -5.60000000e-01 -5.60000000e-01  2.04729213e-04 
-5.80000000e-01 -5.80000000e-01 -5.80000000e-01  2.07678563e-04 
-6.00000000e-01 -6.00000000e-01 -6.00000000e-01  2.10390546e-04 
-6.20000000e-01 -6.20000000e-01 -6.20000000e-01  2.12887632e-04 
-6.40000000e-01 -6.40000000e-01 -6.40000000e-01  2.15195758e-04 
-6.60000000e-01 -6.60000000e-01 -6.60000000e-01  2.17343276e-04 
-6.80000000e-01 -6.80000000e-01 -6.80000000e-01  2.19359328e-04 
-7.00000000e-01 -7.00000000e-01 -7.00000000e-01  2.21271943e-04 
-7.20000000e-01 -7.20000000e-01 -7.20000000e-01  2.23106346e-04 
-7.40000000e-01 -7.40000000e-01 -7.40000000e-01  2.24883866e-04 
-7.60000000e-01 -7.60000000e-01 -7.60000000e-01  2.26621582e-04 
-7.80000000e-01 -7.80000000e-01 -7.80000000e-01  2.28332569e-04 
-8.00000000e-01 -8.00000000e-01 -8.00000000e-01  2.30026498e-04 
-8.20000000e-01 -8.20000000e-01 -8.20000000e-01  2.31710341e-04 
-8.40000000e-01 -8.40000000e-01 -8.40000000e-01  2.33389042e-04 
-8.60000000e-01 -8.60000000e-01 -8.60000000e-01  2.35066071e-04 
-8.80000000e-01 -8.80000000e-01 -8.80000000e-01  2.36743840e-04 
-9.00000000e-01 -9.00000000e-01 -9.00000000e-01  2.38424027e-04 
-9.20000000e-01 -9.20000000e-01 -9.20000000e-01  2.40107793e-04 
-9.40000000e-01 -9.40000000e-01 -9.40000000e-01  2.41795939e-04 
-9.60000000e-01 -9.60000000e-01 -9.60000000e-01  2.43489030e-04 
-9.80000000e-01 -9.80000000e-01 -9.80000000e-01  2.45187443e-04 
-1.00000000e+00 -1.00000000e+00 -1.00000000e+00  2.46891446e-04 
-1.02000000e+00 -1.02000000e+00 -1.02000000e+00  2.48601219e-04 
-1.04000000e+00 -1.04000000e+00 -1.04000000e+00  2.50316883e-04 
-1.06000000e+00 -1.06000000e+00 -1.06000000e+00  2.52038520e-04 
-1.08000000e+00 -1.08000000e+00 -1.08000000e+00  2.53766185e-04 
-1.10000000e+00 -1.10000000e+00 -1.10000000e+00  2.55499910e-04 
-1.12000000e+00 -1.12000000e+00 -1.12000000e+00  2.57239716e-04 
-1.14000000e+00 -1.14000000e+00 -1.14000000e+00  2.58985612e-04 
-1.16000000e+00 -1.16000000e+00 -1.16000000e+00  2.60737605e-04 
-1.18000000e+00 -1.18000000e+00 -1.18000000e+00  2.62495689e-04 
-1.20000000e+00 -1.20000000e+00 -1.20000000e+00  2.64259870e-04 
