 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
-2.00000000e-02 -2.00000000e-02 -2.00000000e-02  6.01003286e-07 
-4.00000000e-02 -4.00000000e-02 -4.00000000e-02  1.17981906e-06 
-6.00000000e-02 -6.00000000e-02 -6.00000000e-02  1.73645086e-06 
-8.00000000e-02 -8.00000000e-02 -8.00000000e-02  2.27090298e-06 
-1.00000000e-01 -1.00000000e-01 -1.00000000e-01  2.78318065e-06 
-1.20000000e-01 -1.20000000e-01 -1.20000000e-01  3.27329032e-06 
-1.40000000e-01 -1.40000000e-01 -1.40000000e-01  3.74123999e-06 
-1.60000000e-01 -1.60000000e-01 -1.60000000e-01  4.18703952e-06 
-1.80000000e-01 -1.80000000e-01 -1.80000000e-01  4.61070123e-06 
-2.00000000e-01 -2.00000000e-01 -2.00000000e-01  5.01224060e-06 
-2.20000000e-01 -2.20000000e-01 -2.20000000e-01  5.39167716e-06 
-2.40000000e-01 -2.40000000e-01 -2.40000000e-01  5.74903600e-06 
-2.60000000e-01 -2.60000000e-01 -2.60000000e-01  6.08434919e-06 
-2.80000000e-01 -2.80000000e-01 -2.80000000e-01  6.39765851e-06 
-3.00000000e-01 -3.00000000e-01 -3.00000000e-01  6.68901882e-06 
-3.20000000e-01 -3.20000000e-01 -3.20000000e-01  6.95850276e-06 
-3.40000000e-01 -3.40000000e-01 -3.40000000e-01  7.20620770e-06 
-3.60000000e-01 -3.60000000e-01 -3.60000000e-01  7.43226572e-06 
-3.80000000e-01 -3.80000000e-01 -3.80000000e-01  7.63685720e-06 
-4.00000000e-01 -4.00000000e-01 -4.00000000e-01  7.82023113e-06 
-4.20000000e-01 -4.20000000e-01 -4.20000000e-01  7.98273290e-06 
-4.40000000e-01 -4.40000000e-01 -4.40000000e-01  8.12484259e-06 
-4.60000000e-01 -4.60000000e-01 -4.60000000e-01  8.24722471e-06 
-4.80000000e-01 -4.80000000e-01 -4.80000000e-01  8.35078701e-06 
-5.00000000e-01 -5.00000000e-01 -5.00000000e-01  8.43673838e-06 
-5.20000000e-01 -5.20000000e-01 -5.20000000e-01  8.50662683e-06 
-5.40000000e-01 -5.40000000e-01 -5.40000000e-01  8.56232742e-06 
-5.60000000e-01 -5.60000000e-01 -5.60000000e-01  8.60595666e-06 
-5.80000000e-01 -5.80000000e-01 -5.80000000e-01  8.63971700e-06 
-6.00000000e-01 -6.00000000e-01 -6.00000000e-01  8.66571233e-06 
-6.20000000e-01 -6.20000000e-01 -6.20000000e-01  8.68579466e-06 
-6.40000000e-01 -6.40000000e-01 -6.40000000e-01  8.70148312e-06 
-6.60000000e-01 -6.60000000e-01 -6.60000000e-01  8.71395598e-06 
-6.80000000e-01 -6.80000000e-01 -6.80000000e-01  8.72409133e-06 
-7.00000000e-01 -7.00000000e-01 -7.00000000e-01  8.73252711e-06 
-7.20000000e-01 -7.20000000e-01 -7.20000000e-01  8.73972094e-06 
-7.40000000e-01 -7.40000000e-01 -7.40000000e-01  8.74599922e-06 
-7.60000000e-01 -7.60000000e-01 -7.60000000e-01  8.75159540e-06 
-7.80000000e-01 -7.80000000e-01 -7.80000000e-01  8.75667761e-06 
-8.00000000e-01 -8.00000000e-01 -8.00000000e-01  8.76136758e-06 
-8.20000000e-01 -8.20000000e-01 -8.20000000e-01  8.76575484e-06 
-8.40000000e-01 -8.40000000e-01 -8.40000000e-01  8.76990542e-06 
-8.60000000e-01 -8.60000000e-01 -8.60000000e-01  8.77386913e-06 
-8.80000000e-01 -8.80000000e-01 -8.80000000e-01  8.77768340e-06 
-9.00000000e-01 -9.00000000e-01 -9.00000000e-01  8.78137723e-06 
-9.20000000e-01 -9.20000000e-01 -9.20000000e-01  8.78497287e-06 
-9.40000000e-01 -9.40000000e-01 -9.40000000e-01  8.78848776e-06 
-9.60000000e-01 -9.60000000e-01 -9.60000000e-01  8.79193553e-06 
-9.80000000e-01 -9.80000000e-01 -9.80000000e-01  8.79532727e-06 
-1.00000000e+00 -1.00000000e+00 -1.00000000e+00  8.79867165e-06 
-1.02000000e+00 -1.02000000e+00 -1.02000000e+00  8.80197582e-06 
-1.04000000e+00 -1.04000000e+00 -1.04000000e+00  8.80524567e-06 
-1.06000000e+00 -1.06000000e+00 -1.06000000e+00  8.80848588e-06 
-1.08000000e+00 -1.08000000e+00 -1.08000000e+00  8.81170033e-06 
-1.10000000e+00 -1.10000000e+00 -1.10000000e+00  8.81489241e-06 
-1.12000000e+00 -1.12000000e+00 -1.12000000e+00  8.81806485e-06 
-1.14000000e+00 -1.14000000e+00 -1.14000000e+00  8.82121982e-06 
-1.16000000e+00 -1.16000000e+00 -1.16000000e+00  8.82435943e-06 
-1.18000000e+00 -1.18000000e+00 -1.18000000e+00  8.82748536e-06 
-1.20000000e+00 -1.20000000e+00 -1.20000000e+00  8.83059880e-06 
