 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.71050543e-20 
-2.00000000e-02 -2.00000000e-02 -2.00000000e-02  3.00187763e-06 
-4.00000000e-02 -4.00000000e-02 -4.00000000e-02  5.86619420e-06 
-6.00000000e-02 -6.00000000e-02 -6.00000000e-02  8.59295628e-06 
-8.00000000e-02 -8.00000000e-02 -8.00000000e-02  1.11821832e-05 
-1.00000000e-01 -1.00000000e-01 -1.00000000e-01  1.36339110e-05 
-1.20000000e-01 -1.20000000e-01 -1.20000000e-01  1.59481983e-05 
-1.40000000e-01 -1.40000000e-01 -1.40000000e-01  1.81251329e-05 
-1.60000000e-01 -1.60000000e-01 -1.60000000e-01  2.01648431e-05 
-1.80000000e-01 -1.80000000e-01 -1.80000000e-01  2.20675114e-05 
-2.00000000e-01 -2.00000000e-01 -2.00000000e-01  2.38333968e-05 
-2.20000000e-01 -2.20000000e-01 -2.20000000e-01  2.54628639e-05 
-2.40000000e-01 -2.40000000e-01 -2.40000000e-01  2.69564295e-05 
-2.60000000e-01 -2.60000000e-01 -2.60000000e-01  2.83148273e-05 
-2.80000000e-01 -2.80000000e-01 -2.80000000e-01  2.95391065e-05 
-3.00000000e-01 -3.00000000e-01 -3.00000000e-01  3.06307790e-05 
-3.20000000e-01 -3.20000000e-01 -3.20000000e-01  3.15920327e-05 
-3.40000000e-01 -3.40000000e-01 -3.40000000e-01  3.24260369e-05 
-3.60000000e-01 -3.60000000e-01 -3.60000000e-01  3.31373543e-05 
-3.80000000e-01 -3.80000000e-01 -3.80000000e-01  3.37324376e-05 
-4.00000000e-01 -4.00000000e-01 -4.00000000e-01  3.42201130e-05 
-4.20000000e-01 -4.20000000e-01 -4.20000000e-01  3.46118218e-05 
-4.40000000e-01 -4.40000000e-01 -4.40000000e-01  3.49213312e-05 
-4.60000000e-01 -4.60000000e-01 -4.60000000e-01  3.51637326e-05 
-4.80000000e-01 -4.80000000e-01 -4.80000000e-01  3.53539437e-05 
-5.00000000e-01 -5.00000000e-01 -5.00000000e-01  3.55052685e-05 
-5.20000000e-01 -5.20000000e-01 -5.20000000e-01  3.56285422e-05 
-5.40000000e-01 -5.40000000e-01 -5.40000000e-01  3.57319788e-05 
-5.60000000e-01 -5.60000000e-01 -5.60000000e-01  3.58215000e-05 
-5.80000000e-01 -5.80000000e-01 -5.80000000e-01  3.59012477e-05 
-6.00000000e-01 -6.00000000e-01 -6.00000000e-01  3.59740774e-05 
-6.20000000e-01 -6.20000000e-01 -6.20000000e-01  3.60419508e-05 
-6.40000000e-01 -6.40000000e-01 -6.40000000e-01  3.61062225e-05 
-6.60000000e-01 -6.60000000e-01 -6.60000000e-01  3.61678356e-05 
-6.80000000e-01 -6.80000000e-01 -6.80000000e-01  3.62274559e-05 
-7.00000000e-01 -7.00000000e-01 -7.00000000e-01  3.62855584e-05 
-7.20000000e-01 -7.20000000e-01 -7.20000000e-01  3.63424876e-05 
-7.40000000e-01 -7.40000000e-01 -7.40000000e-01  3.63984965e-05 
-7.60000000e-01 -7.60000000e-01 -7.60000000e-01  3.64537737e-05 
-7.80000000e-01 -7.80000000e-01 -7.80000000e-01  3.65084609e-05 
-8.00000000e-01 -8.00000000e-01 -8.00000000e-01  3.65626663e-05 
-8.20000000e-01 -8.20000000e-01 -8.20000000e-01  3.66164743e-05 
-8.40000000e-01 -8.40000000e-01 -8.40000000e-01  3.66699495e-05 
-8.60000000e-01 -8.60000000e-01 -8.60000000e-01  3.67231444e-05 
-8.80000000e-01 -8.80000000e-01 -8.80000000e-01  3.67760993e-05 
-9.00000000e-01 -9.00000000e-01 -9.00000000e-01  3.68288474e-05 
-9.20000000e-01 -9.20000000e-01 -9.20000000e-01  3.68814162e-05 
-9.40000000e-01 -9.40000000e-01 -9.40000000e-01  3.69338270e-05 
-9.60000000e-01 -9.60000000e-01 -9.60000000e-01  3.69860983e-05 
-9.80000000e-01 -9.80000000e-01 -9.80000000e-01  3.70382445e-05 
-1.00000000e+00 -1.00000000e+00 -1.00000000e+00  3.70902790e-05 
-1.02000000e+00 -1.02000000e+00 -1.02000000e+00  3.71422117e-05 
-1.04000000e+00 -1.04000000e+00 -1.04000000e+00  3.71940524e-05 
-1.06000000e+00 -1.06000000e+00 -1.06000000e+00  3.72458084e-05 
-1.08000000e+00 -1.08000000e+00 -1.08000000e+00  3.72974867e-05 
-1.10000000e+00 -1.10000000e+00 -1.10000000e+00  3.73490921e-05 
-1.12000000e+00 -1.12000000e+00 -1.12000000e+00  3.74006317e-05 
-1.14000000e+00 -1.14000000e+00 -1.14000000e+00  3.74521093e-05 
-1.16000000e+00 -1.16000000e+00 -1.16000000e+00  3.75035291e-05 
-1.18000000e+00 -1.18000000e+00 -1.18000000e+00  3.75548961e-05 
-1.20000000e+00 -1.20000000e+00 -1.20000000e+00  3.76062146e-05 
