L_um,Vth_gmmax,gmmax,Id_lin,Id_sat,Vdsat_approx
0.1,0.73,8.610491149999987e-05,7.30916434e-05,0.0003512389704,0.0
0.13,0.74,5.777874199999994e-05,4.80936412e-05,0.00019169704940000002,0.0
0.16,0.75,4.283091549999997e-05,3.5328995e-05,0.0001300355766,0.0
0.2,0.76,3.143154649999996e-05,2.58286413e-05,9.057614332e-05,0.0
0.5,0.75,9.940057749999996e-06,8.19345339e-06,2.668574292e-05,0.0
1.0,0.75,4.544074049999994e-06,3.76425795e-06,1.1963505500000002e-05,0.0
