W_um,Vth_gmmax,gmmax,Id_lin,Id_sat,Vdsat_approx
0.5,-1.07,4.202417549999998e-06,0.0,5.089704594e-06,0.0
1.0,-1.06,3.377116499999998e-05,2.71050543e-20,3.750347616e-05,0.0
10.0,-0.92,0.0003979121099999998,2.65003485e-19,0.0007291169304,0.0
