 0.00000000e+00  0.00000000e+00  0.00000000e+00  7.70176588e-22 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  2.48450666e-21 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  6.60656364e-20 
 1.50000000e-01  1.50000000e-01  1.50000000e-01  6.11882485e-19 
 2.00000000e-01  2.00000000e-01  2.00000000e-01  5.66708529e-18 
 2.50000000e-01  2.50000000e-01  2.50000000e-01  5.24867202e-17 
 3.00000000e-01  3.00000000e-01  3.00000000e-01  4.86108155e-16 
 3.50000000e-01  3.50000000e-01  3.50000000e-01  4.50191686e-15 
 4.00000000e-01  4.00000000e-01  4.00000000e-01  4.16873705e-14 
 4.50000000e-01  4.50000000e-01  4.50000000e-01  3.85866071e-13 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  3.56728308e-12 
 5.50000000e-01  5.50000000e-01  5.50000000e-01  3.28574724e-11 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  2.99334086e-10 
 6.50000000e-01  6.50000000e-01  6.50000000e-01  2.64294400e-09 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  2.15718348e-08 
 7.50000000e-01  7.50000000e-01  7.50000000e-01  1.51920039e-07 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  8.69099908e-07 
 8.50000000e-01  8.50000000e-01  8.50000000e-01  3.46649744e-06 
 9.00000000e-01  9.00000000e-01  9.00000000e-01  8.78157945e-06 
 9.50000000e-01  9.50000000e-01  9.50000000e-01  1.61153011e-05 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  2.47683461e-05 
 1.05000000e+00  1.05000000e+00  1.05000000e+00  3.45306901e-05 
 1.10000000e+00  1.10000000e+00  1.10000000e+00  4.53654278e-05 
 1.15000000e+00  1.15000000e+00  1.15000000e+00  5.72451572e-05 
 1.20000000e+00  1.20000000e+00  1.20000000e+00  7.01234128e-05 
